,Counter,Gait Speed,Step Length,Stride Length,Step Width,Right Flexion Angle,Left Flexion Angle,Right Extension Angle,Left Extension Angle,Distance Travelled,Step Count,TUG Time,Cadence (Steps/min),Timestamp,Time (s),Processing time,Orientation,Turn,World Coordinates,Key Points
63,1890,726.1064628644182,464.11443572120345,0,118.59085358993286,4.0528124116549975,24.31835191961747,4.236394799058814,4.768233171713575,289.2602634307035,5,0,0.0,22-07-2024 19:55:31,8.490712404251099,0.09714031219482422,,0,"{0: (0, 0, 0), 1: (0, 0, 0), 3: (0, 0, 0), 5: (-494, -607, 2158), 6: (-492, -622, 2163), 7: (-398, -323, 2150), 9: (0, 0, 0), 11: (-538, -86, 2239), 12: (-527, -86, 2238), 13: (-641, 272, 2264), 14: (-550, 294, 2439), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-495, -611, 2159)}","{0: (429, 170), 1: (428, 159), 3: (452, 145), 5: (497, 193), 6: (498, 189), 7: (525, 275), 9: (521, 346), 11: (491, 344), 12: (494, 344), 13: (464, 442), 14: (500, 442), 15: (480, 544), 16: (513, 540), 17: (497, 192), 18: (array([429., 170.]), array([428., 159.]))}"
64,1891,726.1064628644182,464.11443572120345,0,118.59085358993286,8.20281269521658,2.7927023657132963,4.236394799058814,4.768233171713575,289.2602634307035,5,0,0.0,22-07-2024 19:55:31,8.596271276473999,0.10322690010070801,side,0,"{0: (0, 0, 0), 1: (0, 0, 0), 3: (0, 0, 0), 5: (-541, -598, 2151), 6: (-582, -604, 2164), 7: (-445, -320, 2156), 8: (-588, -327, 2254), 9: (0, 0, 0), 11: (-571, -46, 2241), 12: (-578, -49, 2242), 13: (-699, 308, 2291), 14: (-596, 309, 2437), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-558, -598, 2151)}","{0: (411, 173), 1: (410, 162), 3: (432, 147), 5: (483, 195), 6: (472, 194), 7: (512, 276), 8: (478, 278), 9: (507, 350), 11: (482, 355), 12: (480, 354), 13: (450, 451), 14: (488, 446), 15: (422, 551), 16: (510, 540), 17: (478, 195), 18: (array([411., 173.]), array([410., 162.]))}"
65,1892,726.1064628644182,464.11443572120345,0,118.59085358993286,23.997857884304608,6.943640778361555,4.236394799058814,4.768233171713575,289.2602634307035,5,0,0.0,22-07-2024 19:55:31,8.701677322387695,0.10533928871154785,,0,"{0: (0, 0, 0), 1: (0, 0, 0), 3: (0, 0, 0), 5: (-590, -592, 2143), 6: (-637, -597, 2164), 7: (-504, -297, 2144), 9: (0, 0, 0), 11: (-637, -46, 2233), 12: (-644, -53, 2234), 13: (-748, 313, 2275), 14: (-683, 321, 2413), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-608, -593, 2147)}","{0: (392, 173), 1: (392, 162), 3: (416, 146), 5: (468, 196), 6: (456, 196), 7: (494, 282), 9: (488, 357), 11: (463, 355), 12: (461, 353), 13: (435, 453), 14: (464, 450), 15: (419, 554), 16: (506, 537), 17: (463, 196), 18: (array([392., 173.]), array([392., 162.]))}"
66,1893,726.1064628644182,464.11443572120345,0,118.59085358993286,48.44988392683587,16.074507609615438,4.236394799058814,4.768233171713575,289.2602634307035,5,0,73.93096939026118,22-07-2024 19:55:32,8.81290078163147,0.10800790786743164,,0,"{0: (0, 0, 0), 1: (0, 0, 0), 3: (0, 0, 0), 5: (-637, -580, 2128), 6: (-723, -601, 2194), 7: (-573, -282, 2134), 8: (-720, -290, 2231), 9: (0, 0, 0), 10: (0, 0, 0), 11: (-694, -49, 2214), 12: (-716, -56, 2217), 13: (-791, 306, 2253), 14: (-786, 284, 2249), 15: (0, 0, 0), 16: (-662, 545, 2429), 17: (-668, -587, 2143)}","{0: (372, 174), 1: (371, 162), 3: (396, 147), 5: (453, 198), 6: (434, 197), 7: (473, 286), 8: (439, 287), 9: (462, 353), 10: (408, 340), 11: (445, 354), 12: (439, 352), 13: (421, 452), 14: (422, 446), 15: (425, 551), 16: (470, 507), 17: (445, 197), 18: (array([372., 174.]), array([371., 162.]))}"
67,1894,726.1064628644182,464.11443572120345,0,118.59085358993286,32.20294080783066,14.67537306330658,4.236394799058814,4.768233171713575,289.2602634307035,5,0,72.00548671568735,22-07-2024 19:55:32,8.91645336151123,0.10850977897644043,,0,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 5: (-655, -584, 2132), 6: (-826, -603, 2220), 7: (-603, -289, 2142), 8: (-816, -306, 2224), 9: (0, 0, 0), 10: (0, 0, 0), 11: (0, 0, 0), 12: (-849, -60, 2243), 13: (-804, 310, 2259), 14: (-964, 278, 2302), 15: (0, 0, 0), 16: (0, 0, 0), 17: (-736, -597, 2182)}","{0: (361, 172), 1: (361, 161), 2: (354, 165), 3: (387, 145), 5: (448, 197), 6: (407, 198), 7: (465, 284), 8: (411, 282), 9: (448, 352), 10: (387, 338), 11: (440, 353), 12: (404, 351), 13: (418, 453), 14: (378, 443), 15: (422, 554), 16: (406, 538), 17: (429, 197), 18: (array([361., 172.]), array([361., 161.]))}"
68,1895,726.1064628644182,0.0,0,0.0,9.23467011805269,10.162673610409058,4.236394799058814,4.768233171713575,289.2602634307035,5,0,70.25798423112364,22-07-2024 19:55:32,9.016658067703247,0.10362815856933594,side,0,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (-995, -695, 2133), 3: (0, 0, 0), 5: (-669, -587, 2156), 6: (-954, -623, 2286), 7: (-635, -296, 2169), 8: (0, 0, 0), 9: (-728, -66, 2208), 10: (-1033, -130, 2343), 11: (-722, -78, 2223), 12: (-902, -86, 2252), 13: (-789, 314, 2258), 14: (-973, 292, 2272), 15: (-783, 678, 2284), 16: (-988, 657, 2310), 17: (-796, -597, 2196)}","{0: (351, 171), 1: (352, 160), 2: (346, 163), 3: (378, 145), 5: (446, 198), 6: (378, 197), 7: (458, 283), 8: (382, 274), 9: (435, 349), 10: (364, 333), 11: (438, 346), 12: (390, 344), 13: (422, 454), 14: (372, 448), 15: (425, 553), 16: (371, 546), 17: (413, 198), 18: (array([351., 171.]), array([352., 160.]))}"
69,1896,726.1064628644182,0.0,0,0.0,0.38690683957108263,7.670916040049889,4.236394799058814,4.768233171713575,289.2602634307035,5,0,68.64605604837195,22-07-2024 19:55:32,9.116876125335693,0.1002664566040039,side,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 5: (-695, -594, 2206), 6: (-1007, -607, 2244), 7: (-666, -317, 2240), 8: (-1071, -367, 2325), 9: (-731, -75, 2240), 10: (0, 0, 0), 11: (-780, -82, 2260), 12: (-995, -91, 2297), 13: (-808, 312, 2250), 14: (0, 0, 0), 15: (-796, 669, 2279), 16: (-1016, 656, 2282), 17: (-838, -593, 2196)}","{0: (351, 175), 1: (355, 164), 2: (343, 166), 3: (383, 146), 5: (443, 200), 6: (358, 198), 7: (455, 280), 8: (351, 269), 9: (437, 347), 10: (341, 333), 11: (425, 345), 12: (369, 343), 13: (416, 454), 14: (364, 449), 15: (421, 551), 16: (360, 548), 17: (401, 199), 18: (array([351., 175.]), array([355., 164.]))}"
70,1897,0.001896,0.0,0,0.0,4.644458079468308,5.313438815256575,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,67.109078749052,22-07-2024 19:55:32,9.217743873596191,0.10009026527404785,side,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 5: (-725, -586, 2242), 6: (-1045, -577, 2185), 7: (-700, -305, 2318), 8: (-1131, -331, 2242), 9: (-737, -36, 2292), 10: (0, 0, 0), 11: (-810, -58, 2292), 12: (-1019, -61, 2278), 13: (-817, 324, 2277), 14: (0, 0, 0), 15: (-797, 659, 2281), 16: (-1015, 659, 2281), 17: (-882, -574, 2194)}","{0: (361, 180), 1: (368, 169), 2: (349, 171), 3: (391, 152), 5: (438, 205), 6: (339, 202), 7: (452, 286), 8: (323, 275), 9: (440, 358), 10: (331, 344), 11: (420, 352), 12: (360, 351), 13: (416, 456), 14: (356, 456), 15: (421, 548), 16: (360, 549), 17: (388, 204), 18: (array([361., 180.]), array([368., 169.]))}"
71,1898,0.001896,0.0,0,0.0,0.5422151649463558,0.835794389930669,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,65.62655439091033,22-07-2024 19:55:32,9.318334579467773,0.10098624229431152,side,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 4: (0, 0, 0), 5: (-756, -585, 2283), 6: (-1052, -560, 2137), 7: (-737, -315, 2389), 8: (-1148, -295, 2188), 9: (-772, -52, 2376), 10: (-1103, -58, 2185), 11: (-853, -55, 2331), 12: (-1043, -53, 2268), 13: (-825, 315, 2319), 14: (-1022, 303, 2249), 15: (0, 0, 0), 16: (-1024, 654, 2277), 17: (-896, -564, 2169)}","{0: (371, 188), 1: (381, 178), 2: (359, 179), 3: (398, 161), 4: (345, 165), 5: (433, 208), 6: (330, 203), 7: (448, 286), 8: (310, 283), 9: (438, 354), 10: (323, 351), 11: (412, 353), 12: (352, 353), 13: (418, 452), 14: (355, 452), 15: (422, 539), 16: (357, 548), 17: (381, 205), 18: (array([371., 188.]), array([381., 178.]))}"
72,1899,0.001896,0.0,0,0.0,7.5610362104357876,15.112003298576468,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,64.21069788428277,22-07-2024 19:55:32,9.42532229423523,0.10079836845397949,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 4: (0, 0, 0), 5: (-778, -591, 2305), 6: (-1048, -563, 2123), 7: (-779, -330, 2450), 8: (-1172, -292, 2165), 9: (0, 0, 0), 10: (-1115, -76, 2202), 11: (-896, -86, 2357), 12: (-1061, -75, 2262), 13: (-848, 254, 2381), 14: (-1016, 275, 2251), 15: (0, 0, 0), 16: (-1031, 658, 2277), 17: (0, 0, 0)}","{0: (382, 182), 1: (391, 173), 2: (371, 172), 3: (402, 163), 4: (357, 163), 5: (429, 208), 6: (329, 201), 7: (442, 284), 8: (299, 283), 9: (442, 345), 10: (322, 346), 11: (403, 345), 12: (346, 347), 13: (418, 434), 14: (357, 444), 15: (408, 537), 16: (355, 549), 17: (377, 204), 18: (array([382., 182.]), array([391., 173.]))}"
73,1900,0.001896,0.0,0,0.0,12.645455249400783,23.632429111572776,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,62.77564690973579,22-07-2024 19:55:32,9.532603740692139,0.10680460929870605,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 4: (0, 0, 0), 5: (-779, -566, 2341), 6: (-1024, -549, 2120), 7: (0, 0, 0), 8: (-1186, -296, 2148), 9: (0, 0, 0), 10: (-1130, -102, 2224), 11: (-931, -79, 2382), 12: (-1080, -74, 2236), 13: (-871, 229, 2434), 14: (-1026, 253, 2248), 15: (0, 0, 0), 16: (-1047, 657, 2274), 17: (-901, -549, 2191)}","{0: (398, 189), 1: (407, 183), 2: (390, 178), 3: (414, 176), 4: (375, 172), 5: (432, 217), 6: (336, 205), 7: (437, 283), 8: (292, 281), 9: (443, 336), 10: (321, 339), 11: (396, 347), 12: (337, 347), 13: (417, 426), 14: (354, 438), 15: (401, 530), 16: (350, 549), 17: (382, 211), 18: (array([398., 189.]), array([407., 183.]))}"
74,1901,0.001896,0.0,0,0.0,19.53386578743536,24.628584640378534,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,61.39554219283595,22-07-2024 19:55:32,9.640609741210938,0.10742497444152832,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 3: (0, 0, 0), 4: (0, 0, 0), 5: (-773, -496, 2377), 6: (-1001, -520, 2134), 7: (0, 0, 0), 8: (-1176, -286, 2147), 9: (0, 0, 0), 10: (0, 0, 0), 11: (-967, -53, 2414), 12: (-1068, -55, 2182), 13: (0, 0, 0), 14: (-1012, 260, 2248), 15: (0, 0, 0), 16: (-1042, 656, 2271), 17: (-875, -500, 2217)}","{0: (417, 217), 1: (427, 209), 2: (413, 205), 3: (428, 198), 4: (404, 191), 5: (437, 238), 6: (345, 215), 7: (436, 299), 8: (295, 284), 9: (435, 347), 10: (323, 341), 11: (390, 354), 12: (333, 352), 13: (411, 432), 14: (358, 440), 15: (395, 527), 16: (351, 549), 17: (393, 227), 18: (array([417., 217.]), array([427., 209.]))}"
75,1902,0.001896,0.0,0,0.0,34.650242092646124,39.23877142437033,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,60.06789729620965,22-07-2024 19:55:33,9.745217323303223,0.10800004005432129,,1,"{0: (0, 0, 0), 1: (0, 0, 0), 2: (0, 0, 0), 4: (0, 0, 0), 5: (0, 0, 0), 6: (-950, -408, 2166), 7: (0, 0, 0), 8: (-1160, -212, 2153), 9: (0, 0, 0), 10: (-1053, -45, 2201), 11: (0, 0, 0), 12: (-1125, -2, 2263), 13: (-906, 265, 2521), 14: (-984, 252, 2241), 15: (0, 0, 0), 16: (-1039, 657, 2263), 17: (-871, -387, 2260)}","{0: (442, 264), 1: (446, 257), 2: (440, 256), 4: (425, 239), 5: (433, 271), 6: (365, 250), 7: (426, 324), 8: (301, 306), 9: (429, 366), 10: (340, 355), 11: (385, 370), 12: (328, 367), 13: (416, 433), 14: (365, 438), 15: (394, 528), 16: (351, 550), 17: (399, 261), 18: (array([442., 264.]), array([446., 257.]))}"
76,1903,0.001896,0.0,0,0.0,47.86463950233559,55.790929579348244,4.236394799058814,4.768233171713575,1520.7822000536435,5,0,60.06789729620965,22-07-2024 19:55:33,9.850531339645386,0.10439443588256836,,1,"{0: (0, 0, 0), 2: (0, 0, 0), 4: (0, 0, 0), 5: (0, 0, 0), 6: (-930, -337, 2196), 7: (0, 0, 0), 8: (-1147, -151, 2166), 9: (0, 0, 0), 10: (-1011, 26, 2229), 11: (0, 0, 0), 12: (-1147, 34, 2258), 13: (0, 0, 0), 14: (-966, 256, 2239), 15: (0, 0, 0), 16: (-1035, 662, 2256), 17: (-874, -290, 2292)}","{0: (445, 302), 2: (446, 295), 4: (434, 273), 5: (429, 306), 6: (375, 272), 7: (411, 356), 8: (307, 324), 9: (418, 389), 10: (356, 375), 11: (376, 383), 12: (321, 377), 13: (420, 435), 14: (370, 439), 15: (393, 532), 16: (351, 552), 17: (402, 289), 18: (array([445., 302.]), array([446., 295.]))}"
